ZIP Code,"Land Value
(1/4 Acre Lot, Standardized)","Land Value
(Per Acre, As-Is)",Land Share of Property Value,Lot Size,Interior Square Feet,Property Value (Standardized),Property Value (As-is)
57223,14900,33800,0.09,19380,1580,170800,167400
57226,10500,31800,0.104,17230,1390,149500,121200
57234,39900,112700,0.216,15520,1450,180900,186100
57237,195500,563800,0.589,17180,1990,274500,377900
57239,264200,584000,0.48,18420,1770,495600,514900
57248,29300,67700,0.152,19020,1580,177400,194400
57252,16900,51800,0.126,15050,1430,176100,141700
57273,83200,164100,0.256,20440,1480,291700,301200
57274,16500,38300,0.107,17330,1480,157400,142500
57301,21000,58800,0.121,17910,1540,207700,199700
57325,18400,53000,0.13,16820,1400,180400,157000
57350,13900,49800,0.093,12760,1380,199100,157100
57355,7600,21600,0.092,21480,1410,135200,116300
57356,27700,48700,0.191,31440,1530,143900,184400
57369,12900,23600,0.076,28250,1640,171900,202100
57401,21500,73300,0.118,13700,1480,219700,195100
57427,10700,17200,0.089,57610,1780,172400,256200
57445,17400,48100,0.106,19340,1840,179300,201900
57479,17100,46800,0.099,19740,1520,209400,215300
57501,29300,91200,0.139,14340,1360,248200,216500
57522,7200,18200,0.059,20010,1650,132200,142100
57532,29800,106500,0.138,16620,1950,233900,294100
57701,40100,150600,0.203,11340,1230,255400,192500
57702,51600,116100,0.21,21840,1550,289600,276600
57703,36500,109100,0.186,14870,1200,252500,199700
57717,20400,61800,0.141,14810,1310,179800,149200
57718,31300,93100,0.171,15470,1200,222900,193200
57719,30200,91100,0.171,15290,1170,227200,186400
57730,32000,59400,0.201,25850,1320,196400,175000
57732,32100,83700,0.175,17060,1490,203100,187600
57744,20100,26700,0.125,38140,1620,159500,187800
57745,40700,72000,0.221,29550,1430,239100,221000
57747,14500,32600,0.111,21930,1390,176200,148100
57754,28900,86500,0.168,17410,1430,210700,205600
57761,17700,50100,0.158,16600,1150,169500,120500
57769,31100,69400,0.159,21790,1320,217400,217900
57783,51900,149100,0.22,15810,1450,254400,245900
57785,31600,90000,0.182,17400,1350,208900,191000
57790,14800,33600,0.114,21780,1410,168200,147600
57793,25500,67100,0.156,18680,1310,191100,184100
58005,20700,64200,0.141,26340,1660,226600,275500
58012,29500,107800,0.149,14180,1690,231100,235800
58015,7600,21900,0.062,22810,1640,161200,184500
58018,9800,21400,0.072,38440,1800,161100,263500
58027,4500,15700,0.053,15630,1430,119600,106000
58032,2700,8400,0.025,17440,1660,133500,136200
58040,4200,13600,0.035,16660,1610,152400,148700
58041,7700,27100,0.082,18990,1740,118200,144400
58042,26600,76600,0.18,27230,1590,236200,266200
58045,15800,39900,0.092,17600,1590,167200,175300
58047,35300,97500,0.188,33140,2010,262600,394400
58051,23600,76500,0.142,18480,1660,216100,229400
58053,2400,7400,0.032,17120,1590,90700,89300
58054,6900,22400,0.063,16450,1520,139900,135000
58059,34400,118700,0.156,14850,1500,260800,259100
58060,2600,7600,0.028,19050,1460,130100,118400
58072,28000,97900,0.161,12790,1450,200400,178200
58075,11100,35000,0.076,15260,1500,172500,161900
58077,5400,12400,0.058,41230,1650,141000,201600
58078,49200,189900,0.187,11140,1370,301100,259000
58081,2200,6900,0.033,20920,1440,105200,101000
58102,49500,199800,0.218,9650,1320,278200,203500
58103,50500,203100,0.221,9700,1290,289100,205100
58104,50700,201700,0.169,10500,1480,313600,288100
58201,49800,188600,0.17,11120,1640,293400,283800
58203,39900,178600,0.185,8170,1190,259400,180800
58240,11200,33700,0.102,14630,1520,131800,110400
58251,12000,39500,0.088,14870,1420,172900,152600
58256,10300,31800,0.069,17890,1320,208100,188100
58257,12900,36600,0.085,15600,1630,157400,154900
58267,13900,45400,0.095,15410,1640,171700,169600
58278,24100,81100,0.116,15160,1460,242700,243800
58301,20300,56100,0.13,20830,1570,206300,206100
58318,76400,188800,0.418,17850,1440,176200,185000
58401,25000,80500,0.133,14300,1380,235600,198900
58501,45500,158100,0.182,12350,1340,326000,246900
58503,54700,106200,0.158,24620,1760,366500,379100
58504,50300,104700,0.175,22520,1520,337500,309400
58523,22300,69200,0.099,16460,1460,252500,265400
58531,36600,63900,0.2,42630,1720,209700,311900
58540,31000,62800,0.194,30920,1620,191100,229800
58545,19800,60800,0.093,17130,1480,248300,257200
58554,48900,145500,0.185,15480,1450,312500,280100
58558,38600,36900,0.155,63130,1590,311200,345600
58563,18800,63300,0.122,13250,1360,204000,157900
58576,21500,68600,0.137,14730,1450,184400,169300
58577,24800,70600,0.131,17980,1450,220400,222300
58579,20600,54000,0.115,18190,1500,195200,195800
58601,46600,148500,0.156,13970,1430,326700,306400
58622,23300,73400,0.133,14930,1440,213700,189600
58652,16400,55100,0.088,13470,1440,221000,194800
58655,31400,83500,0.113,19860,1530,298900,337600
58701,59000,172000,0.208,15520,1530,312500,295100
58703,57400,194000,0.212,12880,1430,306800,270000
58722,38800,87100,0.177,21780,1360,262900,246700
58746,21500,60600,0.133,16900,1500,191700,176800
58763,50100,110200,0.203,22940,1590,252600,285500
58784,42600,137700,0.182,13550,1460,258700,234600
58785,43100,132600,0.174,14560,1370,279800,254800
58801,67700,186900,0.219,15960,1500,353700,312700
58849,38600,106200,0.166,16860,1490,268000,247200
58852,44100,180800,0.199,10380,1360,270800,216700
58854,55800,100400,0.206,25590,1490,314900,287100
59001,38700,90700,0.227,23980,1700,199300,219800
59011,31500,69900,0.158,20840,1740,205400,212200
59014,19900,51200,0.151,18160,1370,168700,141700
59019,38400,117000,0.193,16010,1530,228900,223000
59030,105000,238000,0.333,20260,1590,355900,332400
59037,38600,69900,0.21,28110,1290,250600,215200
59041,26400,49200,0.154,27400,1510,191600,200800
59044,42300,98000,0.218,20540,1200,269800,210100
59047,41200,126400,0.18,13980,1470,260300,225900
59061,51200,125500,0.273,27640,1570,280200,291900
59063,32000,67900,0.166,28600,1770,216100,268700
59068,58300,143400,0.222,18230,1640,281300,270000
59070,22800,30700,0.16,43190,1340,175900,189700
59079,31700,36800,0.226,51080,1150,230000,191400
59088,32600,68000,0.221,23110,1260,212200,163700
59101,41900,143000,0.224,12540,1130,266600,183400
59102,56200,236700,0.257,10080,1190,309100,213500
59105,49500,137400,0.238,16400,1210,283000,216900
59106,68800,143800,0.231,23260,1560,333800,333000
59221,46600,97400,0.238,23960,1470,249800,225500
59223,28000,82900,0.161,21710,1350,284500,256300
59230,17500,62900,0.098,12730,1410,236000,187000
59270,50200,146900,0.184,15520,1480,327900,284500
59401,32300,167500,0.212,7480,1060,230300,135500
59404,37900,120400,0.213,14000,1080,259400,181600
59405,34900,136700,0.209,10750,1040,250300,161100
59421,45800,105000,0.306,22700,1140,229500,179100
59422,12600,41000,0.083,14120,1550,186400,159600
59425,10600,41100,0.077,10980,1470,169300,134200
59436,12600,36300,0.08,16880,1650,187200,176500
59457,23100,74700,0.135,13130,1410,231400,166900
59474,12100,44900,0.078,11950,1430,194500,157700
59486,10600,34400,0.096,16380,1700,143700,134800
59501,18000,54600,0.101,15320,1400,230700,190400
59601,60400,239200,0.236,10780,1530,293100,251000
59602,51400,82800,0.221,29790,1560,266600,256800
59632,25400,70100,0.19,16780,1360,168200,141900
59634,43700,47000,0.198,58000,1740,255800,316200
59635,43200,101200,0.229,19710,1260,243400,196100
59638,32600,32000,0.178,63710,1680,194600,263100
59639,33400,39600,0.239,43160,1440,181700,164200
59644,32400,48200,0.196,31290,1470,173200,176700
59701,30100,109400,0.177,11080,1410,203000,157700
59711,27600,99400,0.218,13190,1420,174600,138000
59714,52400,138600,0.225,18160,1640,273200,257400
59715,137600,328900,0.327,19100,1830,449800,440800
59716,173300,374400,0.256,25070,2030,686000,803900
59718,76500,190000,0.25,19240,1870,327600,335200
59725,34300,75800,0.207,20350,1460,189300,171200
59729,43400,98200,0.199,23500,1560,272400,265800
59730,100400,161000,0.334,39230,1700,395900,434500
59740,39600,57200,0.221,52840,1860,258000,314800
59741,55100,144700,0.248,18660,1600,267400,249600
59749,32300,82400,0.223,20590,1460,193400,174700
59752,26900,90000,0.138,14700,1510,227500,197200
59754,30200,81700,0.215,17940,1600,170300,156700
59758,69200,172200,0.242,19340,1770,319300,316300
59759,20200,43600,0.147,22440,1410,166100,153200
59801,107200,498800,0.367,8440,1240,365600,263000
59802,108100,356600,0.376,13040,1290,364200,284100
59803,79600,221700,0.306,16980,1350,334300,282600
59804,80700,146900,0.352,31150,1450,308900,298000
59808,78500,190200,0.302,18980,1410,310300,274700
59820,28900,61400,0.207,23370,1370,177900,158700
59821,30800,47700,0.228,37060,1360,186800,177800
59823,58700,85400,0.337,41300,1240,266100,240300
59825,45600,62300,0.31,47170,1260,228700,217800
59828,40400,46900,0.205,48350,1760,222400,254600
59829,30300,43900,0.187,36020,1710,187300,194100
59833,42200,49700,0.215,50400,1700,234700,267400
59834,44400,66900,0.25,40910,1440,245800,251700
59840,41800,71100,0.208,28830,1680,225900,226700
59846,37700,49100,0.279,50780,1320,210500,205000
59847,61800,146600,0.285,20200,1300,285100,238200
59859,28400,49200,0.235,32270,1450,148000,154700
59860,86800,190300,0.366,26420,1650,285400,315100
59864,36200,88900,0.248,19910,1570,174800,163800
59865,30800,65500,0.253,24810,1450,166900,147300
59866,27300,40400,0.206,47170,1670,165600,211700
59868,74300,105200,0.367,42670,1220,310300,281000
59870,36900,47900,0.193,40770,1680,215400,232700
59872,33200,59400,0.258,33700,1580,163300,178300
59873,41700,72900,0.293,33190,1500,163700,189700
59875,39000,54000,0.239,37750,1520,203700,196000
59901,49900,113700,0.227,20730,1460,275700,238600
59911,80700,141800,0.266,29540,1720,346600,361300
59912,46100,84800,0.225,27190,1430,271900,235700
59917,40100,63400,0.233,31060,1500,188500,193900
59919,40300,109200,0.231,17360,1410,231300,187900
59920,61000,70400,0.297,48350,1410,284900,263000
59922,93800,163300,0.31,30180,1470,398200,364900
59923,36800,70700,0.245,24520,1450,189200,162500
59925,119200,155000,0.41,43660,1460,402000,379300
59931,276400,408100,0.481,45910,2040,584400,894800
59932,76200,157600,0.312,24670,1470,315300,286100
59935,53300,86000,0.28,30030,1490,223600,211600
59937,111800,254700,0.304,21170,1570,434700,407100
60002,38900,112500,0.24,16460,1490,214600,176900
60004,157300,636100,0.351,10030,2070,408600,416700
60005,167200,707300,0.369,9370,2040,417500,412400
60007,109600,467700,0.328,9330,1800,337600,304900
60008,96600,405800,0.325,9480,1720,312100,271600
60010,114700,223500,0.328,30970,2590,352600,485400
60012,38800,66700,0.199,37970,2450,213700,292800
60013,47000,143000,0.233,15720,1770,226700,217800
60014,44500,139000,0.215,14740,1820,224300,218500
60015,195800,450100,0.405,22160,2520,443800,565900
60016,102600,457700,0.307,8210,1710,336400,281500
60018,99500,452600,0.312,8240,1590,344300,274400
60020,36300,151100,0.227,9750,1230,212100,149200
60021,51700,165000,0.262,14780,1670,235300,218000
60022,461000,1535900,0.482,15130,3310,693000,1107500
60025,244100,928900,0.401,11570,2370,511300,615700
60026,230300,922800,0.309,10150,2850,513200,695000
60029,227400,675700,0.336,18000,3210,544600,831000
60030,48600,196600,0.254,10070,1400,240800,179000
60031,51600,167300,0.255,13940,1600,246000,209800
60033,20900,49500,0.2,21540,1530,140600,122400
60034,17200,54100,0.135,14830,1760,144000,136200
60035,225900,722500,0.473,14790,2120,481000,518300
60040,145400,688900,0.44,8180,1560,371400,293900
60041,37200,100100,0.276,17980,1210,211000,150000
60042,35100,120300,0.228,12560,1360,202100,153700
60043,527800,1951500,0.423,12820,3460,868300,1356600
60044,225300,701800,0.495,14920,1880,485400,485500
60045,266000,501200,0.476,32010,2710,557000,774100
60046,40300,133100,0.238,13840,1450,224200,177800
60047,95500,203500,0.329,25750,2080,323500,365300
60048,160800,396300,0.456,20030,1950,394800,400100
60050,33200,95900,0.196,16880,1690,200100,186100
60051,38300,100700,0.232,21540,1650,206200,197700
60053,151700,758800,0.352,6940,1690,419100,343200
60056,127400,542700,0.341,9420,1820,383000,344000
60060,63400,228600,0.301,11990,1450,265100,208800
60061,122700,497800,0.332,9930,1910,354000,341900
60062,212600,730700,0.367,13570,2700,473700,620700
60064,14500,73000,0.173,7420,1020,128700,71800
60067,121000,363800,0.307,15370,2380,350600,418600
60068,236000,1109200,0.395,7890,2130,500300,509200
60069,149300,371700,0.419,21500,2110,391000,437600
60070,99600,268300,0.343,22290,2360,317600,400100
60071,27100,49300,0.183,33460,1800,183400,207100
60072,26300,40600,0.174,46780,2200,176400,250400
60073,27800,133500,0.192,7910,1240,184600,126500
60074,101700,410100,0.312,10200,1860,331600,308100
60076,153200,842600,0.327,5880,1710,431400,347500
60077,167700,951000,0.36,5490,1680,425200,332900
60081,28200,65000,0.194,30270,1800,195400,208900
60083,39500,80900,0.252,25070,1640,201200,184900
60084,48500,144100,0.271,15620,1510,231700,191000
60085,19200,92500,0.185,8020,1070,160600,91900
60087,23700,81200,0.224,12780,1010,187100,106500
60089,127600,549500,0.357,9310,1770,372300,327800
60090,86800,411200,0.279,7340,1690,301000,248100
60091,392400,1713600,0.442,8990,2490,676600,800100
60093,443300,1274700,0.454,17780,3340,714500,1147300
60096,25400,71200,0.222,17610,1140,194900,129900
60097,25700,75100,0.183,16450,1490,178900,154800
60098,29600,71400,0.182,20770,1830,182500,187300
60099,18600,64100,0.194,13100,1080,160500,99600
60101,75700,304700,0.294,10220,1540,305800,242800
60102,45900,154700,0.206,13140,1920,227700,227100
60103,70500,263800,0.254,11330,1950,277700,271200
60104,34500,207500,0.162,5000,1270,231800,146800
60106,65900,239800,0.304,11960,1450,282300,216600
60107,61700,290100,0.242,7550,1600,255500,207600
60108,90300,325600,0.293,11410,1830,315100,290700
60110,40700,177000,0.193,9370,1780,215200,197700
60112,27200,113300,0.156,8690,1690,155900,145000
60115,27200,97600,0.175,12180,1760,164500,156300
60118,50000,122800,0.214,20870,2360,230100,275300
60119,45300,104800,0.187,22390,2430,223300,288100
60120,45100,174900,0.216,10380,1700,221600,193500
60123,39700,164500,0.207,9840,1660,213000,179500
60124,51800,139600,0.173,16950,2640,227300,313100
60126,256200,1123900,0.522,9180,1860,470000,451900
60130,127100,789900,0.306,4590,1550,377800,272000
60131,62900,355300,0.228,5560,1370,295300,198600
60133,60500,276400,0.27,8040,1400,259700,188800
60134,91900,353600,0.248,11180,2430,304600,366000
60135,29300,85700,0.19,16640,1740,171000,172000
60136,40700,135800,0.15,13080,2490,215200,272100
60137,180600,601000,0.444,13540,1900,421500,420600
60139,64900,286900,0.301,8690,1300,281700,190400
60140,38600,135500,0.16,11460,2090,192400,222500
60142,43900,159000,0.168,11890,2240,217400,250600
60143,111800,388400,0.348,12430,1790,346600,318500
60145,24000,47300,0.201,34280,1710,165300,185500
60146,19500,56100,0.16,17070,2010,130500,137400
60148,101700,361900,0.39,12370,1480,334600,263800
60150,20800,60500,0.173,16670,1650,142400,133800
60151,35100,77700,0.213,26070,1870,193500,208000
60152,24700,52600,0.168,26300,1910,172300,188700
60153,28100,157800,0.156,5730,1500,188200,132800
60154,75000,386400,0.241,6660,1530,322400,244600
60155,38400,209000,0.183,6110,1330,239600,160000
60156,44100,197200,0.206,8890,1650,225300,195300
60157,89400,202400,0.368,26760,1930,317400,337800
60160,52000,292500,0.193,5630,1590,261900,195900
60162,45300,224200,0.209,7260,1380,253800,178900
60163,49100,229700,0.223,7870,1340,266200,185800
60164,47500,199400,0.256,9750,1500,224600,174200
60165,43500,277700,0.2,4450,1400,207300,142100
60169,88000,382000,0.313,8820,1660,299400,247400
60171,83800,489400,0.272,5230,1440,312200,216400
60172,89100,322800,0.317,11520,1650,319800,270400
60173,138900,576500,0.294,9780,2430,377900,440600
60174,85000,304900,0.264,12040,2090,297200,313400
60175,69400,114200,0.216,37070,3120,272500,450200
60176,79500,421900,0.265,6190,1420,319300,226100
60177,53600,212800,0.191,10620,2160,249100,272000
60178,34800,111800,0.173,14320,2000,190900,212200
60180,24800,46400,0.169,34720,1980,182300,218900
60181,78700,336800,0.333,9440,1330,313900,219400
60184,59800,96500,0.263,46950,2730,261200,395900
60185,55900,166500,0.267,16430,1710,254500,234900
60187,149700,556400,0.424,11690,1740,386100,351900
60188,74600,307200,0.292,9790,1600,285100,236400
60189,137100,489100,0.383,12610,1950,372300,369800
60190,88900,284200,0.299,13620,1830,312300,297700
60191,81200,317600,0.32,10560,1520,306200,240400
60192,96800,392600,0.258,9940,2260,317200,347200
60193,105500,423100,0.32,10270,1810,340100,311600
60194,104000,485300,0.31,7790,1780,315700,279500
60195,88500,325900,0.274,12350,2440,291600,337400
60201,282900,1438000,0.372,7020,2190,610800,622100
60202,232000,1254000,0.373,6210,1950,518500,479300
60203,190800,931700,0.325,7430,2100,503000,489200
60302,249200,1255000,0.368,6900,2260,541000,539900
60304,222200,1384900,0.374,4690,1720,520300,399100
60305,298600,1206800,0.405,10490,2710,580800,717800
60401,26600,86000,0.152,13480,1910,173000,175100
60402,69000,430500,0.228,4650,1470,295000,202000
60403,35600,177400,0.181,7300,1600,196300,164400
60404,42500,134800,0.175,14380,2260,216000,254300
60406,30900,165500,0.189,5920,1490,167400,119000
60407,16900,42600,0.152,21070,1490,142800,135400
60408,24800,63900,0.185,19370,1600,164400,153500
